id,make_id,model_id,make_name,model_name,generation_years,year_from,year_to,engine_name,engine_ccm,power_kw,fuel_type,transmission,avg_consumption,min_consumption,max_consumption,sample_count,tank_count,low_confidence,source_url,scraped_at,first_seen_at,pct_motorway,pct_city,pct_country,consumption_summer,consumption_winter,fuel_grade_pct_premium,co2_g_per_km,fuel_cost_eur_per_100km,histogram_buckets
50_1377_petrol_Sportsvan,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan,,110,petrol,,3.38,2.07,4.68,2,4,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Sportsvan_1_0_TSI_IQ_DRIVE,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan 1.0 TSI IQ.DRIVE,,85,petrol,,5.29,5.29,5.29,1,100,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Sportsvan_1_4_TSI,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan 1.4 TSI,,92,petrol,,5.28,5.28,5.28,1,41,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Sportsvan_1_5,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan 1.5,,96,petrol,,5.33,5.33,5.33,1,102,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Sportsvan_Lounge,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan Lounge,,92,petrol,,5.33,5.33,5.33,1,170,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Sportsvan_bleu_motionb,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan bleu motionb,,85,petrol,,5.42,5.42,5.42,1,15,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Trend,50,1377,Volkswagen,Golf Sportsvan,,,,Trend,,85,petrol,,4.37,4.37,4.37,1,6,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Van,50,1377,Volkswagen,Golf Sportsvan,,,,Van,,81,petrol,,3.93,3.93,3.93,1,4,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_bleu_motion,50,1377,Volkswagen,Golf Sportsvan,,,,bleu motion,,85,petrol,,5.24,5.24,5.24,1,88,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_iq,50,1377,Volkswagen,Golf Sportsvan,,,,iq,,103,petrol,,5.07,5.07,5.07,1,16,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_unknown,50,1377,Volkswagen,Golf Sportsvan,,,,unknown,,81,petrol,,5.28,5.27,5.29,2,59,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_cng_Up,50,452,Volkswagen,Golf,,,,Up,,74,cng,,2.67,2.67,2.67,1,5,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_1_9D,50,452,Volkswagen,Golf,,,,"1,9D",,44,diesel,,2.06,2.06,2.06,1,4,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_1_9_TDI,50,452,Volkswagen,Golf,,,,1.9 TDI,,77,diesel,,2.5,2.5,2.5,1,1,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_7,50,452,Volkswagen,Golf,,,,7,,81,diesel,,2.59,2.44,2.75,2,3,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_CL,50,452,Volkswagen,Golf,,,,CL,,66,diesel,,2.83,2.83,2.83,1,10,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_Sportcombi,50,452,Volkswagen,Golf,,,,Sportcombi,,85,diesel,,2.37,2.37,2.37,1,1,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_TDI,50,452,Volkswagen,Golf,,,,TDI,,66,diesel,,2.7,2.7,2.7,1,21,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_Variant,50,452,Volkswagen,Golf,,,,Variant,,85,diesel,,2.86,2.86,2.86,1,2,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_united,50,452,Volkswagen,Golf,,,,united,,85,diesel,,2.31,2.31,2.31,1,1,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_diesel_unknown,50,452,Volkswagen,Golf,,,,unknown,,66,diesel,,2.72,2.72,2.72,1,3,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_electric_e,50,452,Volkswagen,Golf,,,,e,,74,electric,,0.88,0.88,0.88,1,2,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_electric_e_300,50,452,Volkswagen,Golf,,,,e 300,,100,electric,,1.54,1.54,1.54,1,86,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_1_4_TSI_GTE,50,452,Volkswagen,Golf,,,,1.4 TSI GTE,,152,hybrid,,1.19,1.19,1.19,1,8,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_1_4_TSI_eHybrid_Style,50,452,Volkswagen,Golf,,,,1.4 TSI eHybrid Style,,150,hybrid,,2.52,2.52,2.52,1,42,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_1_4_eHybrid,50,452,Volkswagen,Golf,,,,1.4 eHybrid,,150,hybrid,,1.03,1.03,1.03,1,14,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_1_4_l_eHybrid,50,452,Volkswagen,Golf,,,,"1,4 l eHybrid",,150,hybrid,,1.65,1.65,1.65,1,7,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_1_5_eHybrid,50,452,Volkswagen,Golf,,,,1.5 eHybrid,,150,hybrid,,2.54,2.54,2.54,1,10,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_7_GTE,50,452,Volkswagen,Golf,,,,7 GTE,,150,hybrid,,2.51,2.33,2.69,2,33,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_8,50,452,Volkswagen,Golf,,,,8,,110,hybrid,,1.76,1.76,1.76,1,12,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_8_GTE,50,452,Volkswagen,Golf,,,,8 GTE,,180,hybrid,,1.41,0.83,2.04,8,110,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_8_GTE_245,50,452,Volkswagen,Golf,,,,8 GTE 245,,180,hybrid,,2.37,2.37,2.37,1,22,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_8_PHEV,50,452,Volkswagen,Golf,,,,8 PHEV,,150,hybrid,,1.63,1.63,1.63,1,1,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_8_Style_eHybrid,50,452,Volkswagen,Golf,,,,8 Style eHybrid,,150,hybrid,,2.17,2.17,2.17,1,23,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_8_eHybrid,50,452,Volkswagen,Golf,,,,8 eHybrid,,150,hybrid,,1.95,0.98,2.63,7,127,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_8_style_1_4_hybrid,50,452,Volkswagen,Golf,,,,8 style 1.4 hybrid,,147,hybrid,,2.49,2.49,2.49,1,27,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_GTE,50,452,Volkswagen,Golf,2024-2025,2024,2025,GTE,,150,hybrid,,2.0,0.37,2.85,80,2270,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_GTE_1_4,50,452,Volkswagen,Golf,,,,"GTE 1,4",,180,hybrid,,2.02,2.02,2.02,1,42,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_GTE_1_4_TSI_204ch_DSG6_5p,50,452,Volkswagen,Golf,,,,GTE 1.4 TSI 204ch DSG6 5p,,150,hybrid,automatic,2.42,2.42,2.42,1,40,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_GTE_245_Ch,50,452,Volkswagen,Golf,,,,GTE 245 Ch,,180,hybrid,,1.02,1.02,1.02,1,3,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_Life_eHybrid,50,452,Volkswagen,Golf,,,,Life eHybrid,,150,hybrid,,1.63,1.63,1.63,1,4,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_Style_1_4_eHybrid,50,452,Volkswagen,Golf,,,,Style 1.4 eHybrid,,150,hybrid,,2.74,2.74,2.74,1,14,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_Style_1_4_l_eHybrid,50,452,Volkswagen,Golf,,,,Style 1.4 l eHybrid,,150,hybrid,,2.43,2.43,2.43,1,8,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_Style_Hybrid,50,452,Volkswagen,Golf,,,,Style Hybrid,,150,hybrid,,1.77,1.77,1.77,1,17,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_Style_ehybrid,50,452,Volkswagen,Golf,,,,Style ehybrid,,150,hybrid,,1.62,0.89,2.36,2,52,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_eHybrid_Style_1_5_TSI_eHybrid_6_trins_DSG,50,452,Volkswagen,Golf,,,,"eHybrid Style 1,5 TSI eHybrid 6 trins DSG",,150,hybrid,automatic,1.3,1.3,1.3,1,11,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_ehybrid,50,452,Volkswagen,Golf,,,,ehybrid,,150,hybrid,,1.79,1.16,2.23,4,34,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_phev_ehybrid,50,452,Volkswagen,Golf,,,,phev ehybrid,,150,hybrid,,1.58,1.58,1.58,1,6,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_style,50,452,Volkswagen,Golf,,,,style,,150,hybrid,,2.56,2.56,2.56,1,10,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_hybrid_unknown,50,452,Volkswagen,Golf,,,,unknown,,107,hybrid,,2.72,2.72,2.72,1,2,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_1_4,50,452,Volkswagen,Golf,,,,1.4,,55,petrol,,2.71,2.71,2.71,1,4,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_5,50,452,Volkswagen,Golf,,,,5,,66,petrol,,2.63,2.63,2.63,1,27,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_7R,50,452,Volkswagen,Golf,,,,7R,,221,petrol,,1.31,0.24,2.37,2,9,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_7_R_Facalift,50,452,Volkswagen,Golf,,,,7 R Facalift,,228,petrol,,0.8,0.8,0.8,1,3,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_Benzin,50,452,Volkswagen,Golf,,,,Benzin,,57,petrol,,2.2,2.2,2.2,1,22,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_Business_Comfortline,50,452,Volkswagen,Golf,,,,Business Comfortline,,96,petrol,,2.36,2.36,2.36,1,2,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_Cabrio,50,452,Volkswagen,Golf,,,,Cabrio,,72,petrol,,2.54,2.54,2.54,1,2,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_GTI,50,452,Volkswagen,Golf,,,,GTI,,250,petrol,,0.25,0.25,0.25,1,5,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_GTI_Clubsport_45,50,452,Volkswagen,Golf,,,,GTI Clubsport 45,,221,petrol,,2.83,2.83,2.83,1,31,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_R,50,452,Volkswagen,Golf,,,,R,,228,petrol,,1.24,1.24,1.24,1,13,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_polo,50,452,Volkswagen,Golf,,,,polo,,735,petrol,,2.18,2.18,2.18,1,28,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_452_petrol_unknown,50,452,Volkswagen,Golf,,,,unknown,,75,petrol,,2.5,2.5,2.5,1,2,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/452-Golf.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_,50,957,Volkswagen,Golf Plus,,,,?,,77,diesel,,5.44,5.44,5.44,1,78,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6D_105PS,50,957,Volkswagen,Golf Plus,,,,"1,6D 105PS",,77,diesel,,4.14,4.14,4.14,1,6,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_CR_TDI_DPF,50,957,Volkswagen,Golf Plus,,,,1.6 CR TDI DPF,,77,diesel,,4.96,4.96,4.96,1,98,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_GTI_Bluemotion,50,957,Volkswagen,Golf Plus,,,,1.6 GTI Bluemotion,,77,diesel,,5.07,5.07,5.07,1,99,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI,50,957,Volkswagen,Golf Plus,,,,"1,6 TDI",,77,diesel,,5.27,5.24,5.29,2,88,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_105_BlueMotion,50,957,Volkswagen,Golf Plus,,,,1.6 TDI 105 BlueMotion,,77,diesel,,5.16,5.16,5.16,1,46,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_77_kW,50,957,Volkswagen,Golf Plus,,,,1.6 TDI 77 kW,,77,diesel,,5.35,5.35,5.35,1,54,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_BMT_DSG,50,957,Volkswagen,Golf Plus,,,,"1,6 TDI BMT DSG",,77,diesel,automatic,5.14,5.14,5.14,1,330,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_BMT__Match,50,957,Volkswagen,Golf Plus,,,,"1.6 TDI BMT ""Match""",,77,diesel,,5.12,5.12,5.12,1,74,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_BlueMotion,50,957,Volkswagen,Golf Plus,,,,1.6 TDI BlueMotion,,77,diesel,,5.46,5.46,5.46,1,174,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_BlueMotionTechnology,50,957,Volkswagen,Golf Plus,,,,1.6 TDI BlueMotionTechnology,,77,diesel,,4.53,4.53,4.53,1,19,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_BlueMotion_Technology_BMT,50,957,Volkswagen,Golf Plus,,,,1.6 TDI BlueMotion Technology BMT,,77,diesel,,5.1,5.1,5.1,1,196,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_Bluemotion,50,957,Volkswagen,Golf Plus,,,,"1,6 TDI Bluemotion",,77,diesel,,5.08,5.08,5.09,2,383,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_DPF,50,957,Volkswagen,Golf Plus,,,,1.6 TDI DPF,,77,diesel,,5.43,5.43,5.43,1,420,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_DPF_Blue_Motion,50,957,Volkswagen,Golf Plus,,,,1.6 TDI DPF Blue Motion,,77,diesel,,5.35,5.35,5.35,1,69,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_DSG_Trendline,50,957,Volkswagen,Golf Plus,,,,1.6 TDI DSG Trendline,,77,diesel,automatic,4.93,4.93,4.93,1,48,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_Style,50,957,Volkswagen,Golf Plus,,,,1.6 TDI Style,,77,diesel,,5.01,5.01,5.01,1,15,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_Style_DSG_BMT,50,957,Volkswagen,Golf Plus,,,,"1,6 TDI Style DSG BMT",,77,diesel,automatic,5.19,5.19,5.19,1,25,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_Team,50,957,Volkswagen,Golf Plus,,,,"1,6 TDI Team",,77,diesel,,5.45,5.45,5.45,1,215,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDI_Trendline,50,957,Volkswagen,Golf Plus,,,,1.6 TDI Trendline,,77,diesel,,5.13,4.82,5.44,2,435,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDi_DSG_Comfortline,50,957,Volkswagen,Golf Plus,,,,1.6 TDi DSG Comfortline,,77,diesel,automatic,5.4,5.4,5.4,1,189,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_TDi_Highline,50,957,Volkswagen,Golf Plus,,,,1.6 TDi Highline,,77,diesel,,5.41,5.41,5.41,1,22,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_tdi_105cv,50,957,Volkswagen,Golf Plus,,,,1.6 tdi 105cv,,77,diesel,,5.46,5.46,5.46,1,142,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_6_tdi_Match,50,957,Volkswagen,Golf Plus,,,,"1,6 tdi Match",,77,diesel,,5.2,5.2,5.2,1,15,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_9PDTDI_Premium_DSG,50,957,Volkswagen,Golf Plus,,,,1.9PDTDI Premium DSG,,77,diesel,automatic,5.45,5.45,5.45,1,82,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_957_diesel_1_9TDI,50,957,Volkswagen,Golf Plus,,,,1.9TDI,,77,diesel,,5.46,5.46,5.46,1,24,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/957-Golf_Plus.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
