id,make_id,model_id,make_name,model_name,generation_years,year_from,year_to,engine_name,engine_ccm,power_kw,fuel_type,transmission,avg_consumption,min_consumption,max_consumption,sample_count,tank_count,low_confidence,source_url,scraped_at,first_seen_at,pct_motorway,pct_city,pct_country,consumption_summer,consumption_winter,fuel_grade_pct_premium,co2_g_per_km,fuel_cost_eur_per_100km,histogram_buckets
50_1377_diesel_1_6_TDi_DSG,50,1377,Volkswagen,Golf Sportsvan,,,,"1,6 TDi DSG",,81,diesel,automatic,5.03,4.71,5.34,2,398,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_1_6_crtdi___6gang,50,1377,Volkswagen,Golf Sportsvan,,,,1.6 crtdi - 6gang,,81,diesel,,5.15,5.15,5.15,1,11,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_1_6_tdi_110,50,1377,Volkswagen,Golf Sportsvan,,,,1.6 tdi 110,,81,diesel,,5.42,5.42,5.42,1,11,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_1_6d,50,1377,Volkswagen,Golf Sportsvan,,,,1.6d,,60,diesel,,4.93,4.93,4.93,1,40,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_1_6l_Bluemotion_Technology,50,1377,Volkswagen,Golf Sportsvan,,,,1.6l Bluemotion Technology,,81,diesel,,4.81,4.81,4.81,1,67,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_2_0_Blue_Motion,50,1377,Volkswagen,Golf Sportsvan,,,,2.0 Blue Motion,,110,diesel,,4.95,4.95,4.95,1,133,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_2_0_TDI,50,1377,Volkswagen,Golf Sportsvan,,,,2.0 TDI,,110,diesel,,4.25,4.25,4.25,1,109,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_2_0_TDI_BMT_Highline__AHK,50,1377,Volkswagen,Golf Sportsvan,,,,"2.0 TDI BMT Highline, AHK",,110,diesel,,5.12,5.12,5.12,1,67,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_2_0_TDI_Comfortline,50,1377,Volkswagen,Golf Sportsvan,,,,"2,0 TDI Comfortline",,110,diesel,,4.86,4.64,5.07,2,207,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_2_0_TDI_DSG,50,1377,Volkswagen,Golf Sportsvan,,,,2.0 TDI DSG,,110,diesel,automatic,5.0,5.0,5.0,1,124,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_7,50,1377,Volkswagen,Golf Sportsvan,,,,7,,77,diesel,,5.15,5.15,5.15,1,4,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Advance,50,1377,Volkswagen,Golf Sportsvan,,,,Advance,,81,diesel,,5.32,5.32,5.32,1,107,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Allstar,50,1377,Volkswagen,Golf Sportsvan,,,,Allstar,,81,diesel,,5.25,5.15,5.29,4,600,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_BMT,50,1377,Volkswagen,Golf Sportsvan,,,,BMT,,81,diesel,,5.15,5.15,5.15,1,17,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Blue_Motion,50,1377,Volkswagen,Golf Sportsvan,,,,Blue Motion,,81,diesel,,5.02,4.96,5.08,2,186,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Business,50,1377,Volkswagen,Golf Sportsvan,,,,Business,,81,diesel,,4.83,4.83,4.83,1,126,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Comfortline,50,1377,Volkswagen,Golf Sportsvan,2018-2018,2018,2018,Comfortline,,81,diesel,,4.92,4.46,5.3,9,830,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Comfortline_1_6_BMT_TDI_DSG,50,1377,Volkswagen,Golf Sportsvan,,,,Comfortline 1.6 BMT TDI DSG,,81,diesel,automatic,5.36,5.36,5.36,1,24,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Comfortline_TDI_BMT_DSG,50,1377,Volkswagen,Golf Sportsvan,,,,Comfortline TDI BMT DSG,,81,diesel,automatic,5.43,5.43,5.43,1,157,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_DGTE,50,1377,Volkswagen,Golf Sportsvan,,,,DGTE,,85,diesel,,5.29,5.29,5.29,1,22,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_GO,50,1377,Volkswagen,Golf Sportsvan,,,,GO,,81,diesel,,5.35,5.35,5.35,1,9,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Golf,50,1377,Volkswagen,Golf Sportsvan,,,,Golf,,81,diesel,,4.99,4.74,5.36,6,552,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Golf_6,50,1377,Volkswagen,Golf Sportsvan,,,,Golf 6,,81,diesel,,5.14,5.14,5.14,1,188,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Golf_7_Sportsvan_1_6_TDi,50,1377,Volkswagen,Golf Sportsvan,,,,"Golf 7 Sportsvan 1,6 TDi",,81,diesel,,5.43,5.43,5.43,1,151,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Golf_Variant,50,1377,Volkswagen,Golf Sportsvan,,,,Golf Variant,,81,diesel,,5.42,5.42,5.42,1,64,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Highline,50,1377,Volkswagen,Golf Sportsvan,,,,Highline,,110,diesel,,5.08,4.83,5.22,3,454,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Highline_2_0_TDI,50,1377,Volkswagen,Golf Sportsvan,,,,Highline 2.0 TDI,,110,diesel,,5.07,4.81,5.34,2,218,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Highline_Blue_Motion,50,1377,Volkswagen,Golf Sportsvan,,,,Highline Blue Motion,,81,diesel,,5.29,5.29,5.29,1,5,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Highline_DSG,50,1377,Volkswagen,Golf Sportsvan,,,,Highline DSG,,110,diesel,automatic,5.34,5.34,5.34,1,11,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_IQ_Drive_1_6_TDI,50,1377,Volkswagen,Golf Sportsvan,,,,IQ Drive 1.6 TDI,,85,diesel,,5.06,5.06,5.06,1,32,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_IQ__Drive,50,1377,Volkswagen,Golf Sportsvan,,,,IQ. Drive,,85,diesel,,5.23,5.23,5.23,1,6,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Joy,50,1377,Volkswagen,Golf Sportsvan,,,,Joy,,110,diesel,,4.9,4.9,4.9,1,47,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Lounge,50,1377,Volkswagen,Golf Sportsvan,,,,Lounge,,81,diesel,,5.08,4.75,5.26,8,459,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Lounge_1_6TDI_DSG,50,1377,Volkswagen,Golf Sportsvan,,,,Lounge 1.6TDI DSG,,81,diesel,automatic,5.3,5.3,5.3,1,131,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Lounge_1_6TDi,50,1377,Volkswagen,Golf Sportsvan,,,,Lounge 1.6TDi,,81,diesel,,4.63,4.63,4.63,1,156,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Reiners_Auto,50,1377,Volkswagen,Golf Sportsvan,,,,Reiners Auto,,110,diesel,,5.16,5.16,5.16,1,29,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sound,50,1377,Volkswagen,Golf Sportsvan,,,,Sound,,110,diesel,,5.19,5.19,5.19,1,14,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sound_1_6_TDI,50,1377,Volkswagen,Golf Sportsvan,,,,Sound 1.6 TDI,,85,diesel,,5.33,5.24,5.42,2,283,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sportsvan,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan,,81,diesel,,5.24,5.14,5.33,6,464,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sportsvan_1_6_TDI_DSG,50,1377,Volkswagen,Golf Sportsvan,,,,"Sportsvan 1,6 TDI DSG",,81,diesel,automatic,4.98,4.98,4.98,1,26,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sportsvan_Comfortline,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan Comfortline,,110,diesel,,4.96,4.93,4.99,2,116,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sportsvan_Sound,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan Sound,,85,diesel,,5.08,5.02,5.14,2,138,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sportsvan_TDI_Bluemotio,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan TDI Bluemotio,,85,diesel,,4.83,4.83,4.83,1,6,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sportsvan_TDI_Bluemotion,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan TDI Bluemotion,,81,diesel,,5.3,5.3,5.3,1,28,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Sportsvan_Trendline,50,1377,Volkswagen,Golf Sportsvan,,,,Sportsvan Trendline,,81,diesel,,5.12,5.12,5.12,1,58,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_Trendline_1_6_TDI,50,1377,Volkswagen,Golf Sportsvan,,,,"Trendline 1,6 TDI",,85,diesel,,4.95,4.95,4.95,1,132,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_VW,50,1377,Volkswagen,Golf Sportsvan,,,,VW,,66,diesel,,5.33,5.32,5.35,2,26,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_comfort,50,1377,Volkswagen,Golf Sportsvan,,,,comfort,,81,diesel,,5.42,5.42,5.42,1,32,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_comfortline_110cv_1600,50,1377,Volkswagen,Golf Sportsvan,,,,comfortline 110cv 1600,,81,diesel,,5.35,5.35,5.35,1,16,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_iqdrive,50,1377,Volkswagen,Golf Sportsvan,,,,iqdrive,,110,diesel,,4.83,4.28,5.37,2,218,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_diesel_unknown,50,1377,Volkswagen,Golf Sportsvan,,,,unknown,,85,diesel,,5.02,4.28,5.43,5,148,False,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_1_0_TSI,50,1377,Volkswagen,Golf Sportsvan,,,,"1,0 TSI",,85,petrol,,5.29,5.29,5.29,1,102,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_1_2_TSI_Allstar,50,1377,Volkswagen,Golf Sportsvan,,,,1.2 TSI Allstar,,81,petrol,,5.24,5.24,5.24,1,25,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_1_4_TSI_Comfortline,50,1377,Volkswagen,Golf Sportsvan,,,,1.4 TSI Comfortline,,92,petrol,,5.18,5.18,5.18,1,126,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_1_5_TSI,50,1377,Volkswagen,Golf Sportsvan,,,,1.5 TSI,,96,petrol,,5.41,5.41,5.41,1,16,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_1_5_eTsi,50,1377,Volkswagen,Golf Sportsvan,,,,1.5 eTsi,,96,petrol,,5.3,5.3,5.3,1,49,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_1_5l_TSI,50,1377,Volkswagen,Golf Sportsvan,,,,"1,5l TSI",,96,petrol,,4.98,4.98,4.98,1,30,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_7,50,1377,Volkswagen,Golf Sportsvan,,,,7,,92,petrol,,3.58,3.58,3.58,1,3,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Comfort_1_5_TSI_ACT,50,1377,Volkswagen,Golf Sportsvan,,,,Comfort 1.5 TSI ACT,,96,petrol,,5.43,5.43,5.43,1,167,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Comfortline_TSI_ACT,50,1377,Volkswagen,Golf Sportsvan,,,,Comfortline TSI ACT,,96,petrol,,5.19,5.19,5.19,1,68,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Golf,50,1377,Volkswagen,Golf Sportsvan,,,,Golf,,96,petrol,,5.14,5.14,5.14,1,17,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Golf_Sportsvan_1_2,50,1377,Volkswagen,Golf Sportsvan,,,,Golf Sportsvan 1.2,,63,petrol,,4.93,4.93,4.93,1,3,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Golf___Comfortline_1_5_TSI_DSG_ACT,50,1377,Volkswagen,Golf Sportsvan,,,,Golf - Comfortline 1.5 TSI DSG ACT,,96,petrol,automatic,5.31,5.31,5.31,1,21,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Highline,50,1377,Volkswagen,Golf Sportsvan,,,,Highline,,96,petrol,,5.42,5.42,5.42,1,8,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Highline_BMT_1_2_TSI,50,1377,Volkswagen,Golf Sportsvan,,,,Highline BMT 1.2 TSI,,81,petrol,,5.26,5.26,5.26,1,65,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
50_1377_petrol_Kombilimousine,50,1377,Volkswagen,Golf Sportsvan,,,,Kombilimousine,,85,petrol,,5.28,5.28,5.28,1,22,True,https://www.spritmonitor.de/en/overview/50-Volkswagen/1377-Golf_Sportsvan.html,2026-03-19T10:49:48.802215Z,2026-03-19T10:49:48.802215Z,,,,,,,,,
